응대ID,고객ID,제품ID,응대일시,응대채널,응대자,문의유형,상태,응대시간(분),만족도,처리완료일시,비고
SVC002570,CUST00160,PROD0002,2024-02-25 00:20:00,카톡,상담원17,반품/교환,해결완료,8,보통,2024-03-17 01:28:00,
SVC002571,CUST00331,PROD0027,2024-02-05 07:05:00,라이브채팅,상담원16,프로모션 문의,진행중,38,만족,2024-03-05 04:00:00,긴급 처리
SVC002572,CUST00776,PROD0038,2024-06-26 04:17:00,SNS,상담원8,결제 오류,해결완료,9,불만족,2024-04-06 21:13:00,
SVC002573,CUST00225,PROD0026,2024-03-11 15:12:00,이메일,상담원10,배송 지연,진행중,117,보통,,영구차단 고객
SVC002574,CUST00983,PROD0038,2024-01-24 11:45:00,라이브채팅,상담원10,계정 문제,해결완료,102,만족,2024-06-29 06:21:00,재문의 필요
SVC002575,CUST00729,PROD0046,2024-05-21 20:18:00,SNS,상담원18,기술 지원,대기중,26,만족,,
SVC002576,CUST00504,PROD0025,2024-04-29 23:51:00,라이브채팅,상담원10,프로모션 문의,해결완료,114,매우만족,2024-04-12 15:26:00,
SVC002577,CUST00456,PROD0011,2024-05-06 13:32:00,전화,상담원9,배송 지연,미해결,24,만족,2024-04-01 19:08:00,재문의 필요
SVC002578,CUST00045,PROD0008,2024-04-12 06:16:00,전화,상담원19,서비스 문의,대기중,107,매우만족,,재문의 필요
SVC002579,CUST00214,PROD0008,2024-02-14 06:43:00,전화,상담원1,결제 오류,해결완료,51,만족,2024-05-09 15:38:00,긴급 처리
SVC002580,CUST00059,PROD0033,2024-03-12 12:06:00,이메일,상담원4,결제 오류,해결완료,118,만족,,고객 피드백 있음
SVC002581,CUST00644,PROD0007,2024-05-29 18:19:00,전화,상담원3,제품 문의,해결완료,81,매우만족,2024-06-26 00:51:00,
SVC002582,CUST00616,PROD0038,2024-02-12 06:46:00,이메일,상담원10,가격 정보 문의,대기중,112,불만족,,영구차단 고객
SVC002583,CUST00195,PROD0021,2024-05-04 13:56:00,전화,상담원12,가격 정보 문의,해결완료,38,매우만족,2024-05-13 12:37:00,
SVC002584,CUST00925,PROD0008,2024-04-24 13:38:00,라이브채팅,상담원18,프로모션 문의,대기중,48,만족,2024-02-15 01:44:00,
SVC002585,CUST00489,PROD0021,2024-03-10 10:39:00,SNS,상담원20,제품 불량,해결완료,10,보통,2024-04-04 07:16:00,긴급 처리
SVC002586,CUST00157,PROD0020,2024-01-28 19:24:00,SNS,상담원6,가격 정보 문의,해결완료,60,만족,,고객 피드백 있음
SVC002587,CUST00610,PROD0008,2024-04-19 06:36:00,전화,상담원2,가격 정보 문의,해결완료,33,만족,2024-06-24 16:53:00,
SVC002588,CUST00226,PROD0046,2024-03-31 11:57:00,SNS,상담원10,서비스 문의,해결완료,101,만족,2024-02-07 15:12:00,고객 피드백 있음
SVC002589,CUST00412,PROD0031,2024-06-10 02:28:00,전화,상담원2,서비스 문의,진행중,57,불만족,2024-01-22 10:38:00,
SVC002590,CUST00205,PROD0050,2024-02-12 01:32:00,전화,상담원9,배송 지연,해결완료,5,매우불만족,2024-04-19 08:49:00,
SVC002591,CUST00079,PROD0029,2024-03-05 18:26:00,카톡,상담원10,결제 오류,대기중,115,보통,,
SVC002592,CUST00124,PROD0048,2024-03-16 19:52:00,카톡,상담원2,결제 오류,대기중,63,보통,,
SVC002593,CUST00471,PROD0009,2024-06-14 16:22:00,카톡,상담원8,결제 오류,해결완료,52,매우만족,2024-03-23 13:28:00,
SVC002594,CUST00940,PROD0015,2024-04-11 00:07:00,이메일,상담원17,배송 지연,해결완료,11,불만족,,
SVC002595,CUST00218,PROD0030,2024-02-16 10:27:00,카톡,상담원17,계정 문제,해결완료,90,매우불만족,2024-06-01 14:31:00,긴급 처리
SVC002596,CUST00516,PROD0026,2024-02-17 11:15:00,전화,상담원4,서비스 문의,대기중,36,만족,2024-03-29 08:10:00,긴급 처리
SVC002597,CUST00602,PROD0010,2024-01-19 06:42:00,라이브채팅,상담원18,배송 지연,해결완료,82,보통,2024-01-20 18:45:00,긴급 처리
SVC002598,CUST00104,PROD0029,2024-04-05 11:09:00,카톡,상담원12,결제 오류,해결완료,65,만족,2024-03-02 16:16:00,
SVC002599,CUST00393,PROD0016,2024-03-21 03:00:00,카톡,상담원17,프로모션 문의,해결완료,61,매우만족,,재문의 필요
SVC002600,CUST00631,PROD0036,2024-03-22 22:00:00,라이브채팅,상담원9,서비스 문의,해결완료,55,불만족,,
SVC002601,CUST00645,PROD0020,2024-03-25 06:29:00,전화,상담원19,반품/교환,미해결,92,만족,,영구차단 고객
SVC002602,CUST00824,PROD0045,2024-05-25 10:57:00,이메일,상담원14,가격 정보 문의,대기중,23,만족,2024-02-03 14:46:00,
SVC002603,CUST00608,PROD0037,2024-02-29 17:04:00,카톡,상담원14,서비스 문의,해결완료,31,보통,,고객 피드백 있음
SVC002604,CUST00980,PROD0022,2024-04-08 09:38:00,라이브채팅,상담원17,서비스 문의,대기중,67,불만족,,영구차단 고객
SVC002605,CUST00434,PROD0007,2024-02-24 16:13:00,전화,상담원2,결제 오류,미해결,64,보통,,고객 피드백 있음
SVC002606,CUST00331,PROD0023,2024-01-27 17:17:00,SNS,상담원8,기술 지원,해결완료,65,매우만족,2024-02-07 15:06:00,영구차단 고객
SVC002607,CUST00143,PROD0041,2024-06-04 21:04:00,이메일,상담원5,계정 문제,대기중,65,만족,,재문의 필요
SVC002608,CUST00800,PROD0040,2024-05-26 20:26:00,라이브채팅,상담원7,서비스 문의,해결완료,91,매우불만족,,긴급 처리
SVC002609,CUST00540,PROD0029,2024-06-23 13:20:00,라이브채팅,상담원16,배송 지연,진행중,49,만족,2024-04-04 20:56:00,
SVC002610,CUST00278,PROD0016,2024-03-22 06:12:00,라이브채팅,상담원16,제품 불량,진행중,25,매우불만족,2024-06-04 03:31:00,
SVC002611,CUST00233,PROD0038,2024-01-13 15:31:00,카톡,상담원17,결제 오류,미해결,48,불만족,,긴급 처리
SVC002612,CUST00529,PROD0028,2024-01-12 08:26:00,SNS,상담원7,결제 오류,해결완료,97,보통,,
SVC002613,CUST00571,PROD0048,2024-01-31 03:28:00,이메일,상담원20,기술 지원,대기중,5,만족,2024-02-10 19:56:00,재문의 필요
SVC002614,CUST00090,PROD0038,2024-02-13 19:20:00,전화,상담원8,제품 문의,해결완료,99,만족,2024-01-30 09:17:00,긴급 처리
SVC002615,CUST00492,PROD0031,2024-05-31 12:15:00,전화,상담원8,제품 불량,해결완료,95,보통,2024-04-13 18:35:00,
SVC002616,CUST00199,PROD0014,2024-05-27 00:18:00,SNS,상담원11,반품/교환,미해결,48,만족,,영구차단 고객
SVC002617,CUST00362,PROD0033,2024-01-05 20:50:00,라이브채팅,상담원15,가격 정보 문의,대기중,104,보통,2024-01-27 13:37:00,재문의 필요
SVC002618,CUST00441,PROD0009,2024-05-27 00:58:00,라이브채팅,상담원18,제품 문의,해결완료,66,보통,,고객 피드백 있음
SVC002619,CUST00026,PROD0027,2024-04-28 09:08:00,라이브채팅,상담원6,프로모션 문의,진행중,65,만족,2024-02-15 05:01:00,
SVC002620,CUST00025,PROD0024,2024-04-13 01:57:00,라이브채팅,상담원12,서비스 문의,해결완료,95,보통,2024-04-15 18:50:00,고객 피드백 있음
SVC002621,CUST00394,PROD0013,2024-05-16 16:02:00,라이브채팅,상담원15,프로모션 문의,해결완료,83,만족,2024-01-25 08:11:00,
SVC002622,CUST00507,PROD0026,2024-03-27 20:01:00,SNS,상담원6,반품/교환,대기중,93,만족,2024-03-09 15:53:00,
SVC002623,CUST00301,PROD0029,2024-01-18 15:06:00,카톡,상담원18,배송 지연,진행중,116,만족,,
SVC002624,CUST00339,PROD0049,2024-04-16 23:19:00,이메일,상담원20,계정 문제,해결완료,83,불만족,2024-01-07 02:28:00,고객 피드백 있음
SVC002625,CUST00267,PROD0043,2024-03-11 10:48:00,라이브채팅,상담원9,배송 지연,진행중,108,만족,2024-01-05 06:51:00,긴급 처리
SVC002626,CUST00461,PROD0028,2024-03-29 12:05:00,카톡,상담원8,배송 지연,해결완료,87,매우만족,2024-04-12 06:28:00,긴급 처리
SVC002627,CUST00693,PROD0028,2024-05-22 10:31:00,전화,상담원14,배송 지연,해결완료,115,만족,2024-01-11 10:43:00,
SVC002628,CUST00456,PROD0008,2024-06-05 01:25:00,SNS,상담원19,제품 불량,해결완료,54,매우만족,,긴급 처리
SVC002629,CUST00360,PROD0023,2024-03-17 22:29:00,카톡,상담원19,결제 오류,미해결,79,만족,,재문의 필요
SVC002630,CUST00068,PROD0029,2024-05-06 20:58:00,라이브채팅,상담원8,서비스 문의,대기중,45,매우만족,2024-02-23 05:26:00,재문의 필요
SVC002631,CUST00863,PROD0005,2024-02-01 11:39:00,라이브채팅,상담원2,가격 정보 문의,해결완료,37,불만족,2024-02-16 08:58:00,긴급 처리
SVC002632,CUST00412,PROD0042,2024-01-27 00:14:00,라이브채팅,상담원4,제품 불량,해결완료,109,매우만족,,영구차단 고객
SVC002633,CUST00971,PROD0007,2024-01-13 00:08:00,카톡,상담원6,제품 문의,진행중,91,만족,2024-01-29 14:10:00,
SVC002634,CUST00491,PROD0042,2024-01-27 10:55:00,라이브채팅,상담원3,제품 문의,대기중,16,매우만족,2024-04-23 13:15:00,긴급 처리
SVC002635,CUST00833,PROD0036,2024-06-25 23:27:00,카톡,상담원3,제품 불량,해결완료,6,매우불만족,2024-01-02 17:14:00,
SVC002636,CUST00049,PROD0041,2024-02-27 05:05:00,라이브채팅,상담원19,반품/교환,해결완료,111,만족,2024-01-09 23:25:00,긴급 처리
SVC002637,CUST00687,PROD0027,2024-02-18 23:57:00,전화,상담원11,프로모션 문의,미해결,25,불만족,2024-03-24 08:03:00,재문의 필요
SVC002638,CUST00564,PROD0046,2024-04-04 17:00:00,전화,상담원10,제품 불량,진행중,18,보통,,긴급 처리
SVC002639,CUST00102,PROD0002,2024-06-25 01:16:00,이메일,상담원12,제품 불량,해결완료,38,보통,2024-06-05 17:20:00,긴급 처리
SVC002640,CUST00216,PROD0025,2024-01-12 03:03:00,라이브채팅,상담원14,가격 정보 문의,진행중,83,불만족,,재문의 필요
SVC002641,CUST00438,PROD0009,2024-03-18 02:16:00,라이브채팅,상담원18,가격 정보 문의,해결완료,89,매우만족,2024-06-03 07:08:00,
SVC002642,CUST00700,PROD0027,2024-03-25 22:39:00,카톡,상담원9,결제 오류,해결완료,68,보통,2024-02-10 15:11:00,영구차단 고객
SVC002643,CUST00569,PROD0001,2024-04-07 08:44:00,카톡,상담원15,가격 정보 문의,미해결,27,매우만족,2024-01-23 05:57:00,
SVC002644,CUST00559,PROD0023,2024-02-13 04:37:00,라이브채팅,상담원3,결제 오류,해결완료,89,보통,2024-04-09 07:22:00,긴급 처리
SVC002645,CUST00159,PROD0010,2024-04-27 03:08:00,이메일,상담원11,배송 지연,해결완료,54,매우불만족,2024-03-17 18:52:00,고객 피드백 있음
SVC002646,CUST00489,PROD0042,2024-03-22 04:48:00,라이브채팅,상담원10,프로모션 문의,진행중,18,매우불만족,2024-02-02 13:45:00,영구차단 고객
SVC002647,CUST00686,PROD0025,2024-05-29 13:40:00,카톡,상담원18,반품/교환,대기중,89,매우만족,2024-04-11 20:21:00,영구차단 고객
SVC002648,CUST00242,PROD0003,2024-04-24 21:07:00,라이브채팅,상담원4,프로모션 문의,대기중,80,만족,2024-04-26 05:35:00,재문의 필요
SVC002649,CUST00794,PROD0006,2024-05-13 16:15:00,카톡,상담원13,결제 오류,해결완료,110,만족,2024-04-01 06:37:00,
SVC002650,CUST00753,PROD0006,2024-05-27 15:42:00,라이브채팅,상담원6,가격 정보 문의,진행중,50,매우만족,2024-06-08 23:40:00,
SVC002651,CUST00882,PROD0002,2024-05-05 08:20:00,SNS,상담원13,제품 불량,진행중,115,매우만족,2024-01-06 14:46:00,영구차단 고객
SVC002652,CUST00005,PROD0018,2024-05-03 07:05:00,카톡,상담원20,서비스 문의,해결완료,9,만족,,고객 피드백 있음
SVC002653,CUST00596,PROD0023,2024-03-08 09:45:00,이메일,상담원5,배송 지연,진행중,70,매우불만족,2024-04-21 09:52:00,고객 피드백 있음
SVC002654,CUST00820,PROD0002,2024-01-22 11:35:00,SNS,상담원20,기술 지원,해결완료,26,만족,,재문의 필요
SVC002655,CUST00361,PROD0012,2024-03-03 21:41:00,라이브채팅,상담원14,제품 문의,미해결,74,보통,2024-04-03 13:54:00,재문의 필요
SVC002656,CUST00459,PROD0022,2024-02-22 22:04:00,카톡,상담원13,결제 오류,진행중,112,만족,2024-02-13 01:34:00,영구차단 고객
SVC002657,CUST00248,PROD0037,2024-01-20 15:03:00,SNS,상담원14,프로모션 문의,해결완료,6,보통,,긴급 처리
SVC002658,CUST00566,PROD0020,2024-02-24 00:42:00,이메일,상담원8,가격 정보 문의,진행중,33,매우불만족,2024-01-27 18:53:00,
SVC002659,CUST00673,PROD0039,2024-02-25 14:52:00,카톡,상담원16,배송 지연,해결완료,65,만족,2024-06-01 01:10:00,
SVC002660,CUST00946,PROD0024,2024-04-08 06:31:00,SNS,상담원13,제품 문의,진행중,104,매우만족,,
SVC002661,CUST00422,PROD0048,2024-01-27 10:13:00,SNS,상담원15,기술 지원,해결완료,75,만족,,
SVC002662,CUST00923,PROD0020,2024-05-31 16:32:00,SNS,상담원19,제품 불량,해결완료,20,매우불만족,2024-03-17 07:39:00,
SVC002663,CUST00738,PROD0001,2024-03-21 09:45:00,전화,상담원1,제품 불량,대기중,68,만족,,
SVC002664,CUST00015,PROD0001,2024-04-26 20:09:00,라이브채팅,상담원2,결제 오류,대기중,101,만족,,
SVC002665,CUST00736,PROD0017,2024-05-09 03:58:00,카톡,상담원18,결제 오류,해결완료,101,매우만족,2024-01-09 18:14:00,
SVC002666,CUST00573,PROD0001,2024-02-03 07:58:00,카톡,상담원19,가격 정보 문의,진행중,18,매우만족,,
SVC002667,CUST00122,PROD0045,2024-04-03 12:28:00,카톡,상담원8,서비스 문의,진행중,47,불만족,,
SVC002668,CUST00277,PROD0030,2024-06-07 16:12:00,SNS,상담원3,가격 정보 문의,해결완료,80,만족,2024-03-04 06:11:00,긴급 처리
SVC002669,CUST00558,PROD0041,2024-04-12 06:04:00,라이브채팅,상담원14,반품/교환,해결완료,47,만족,,
SVC002670,CUST00453,PROD0047,2024-03-12 13:10:00,이메일,상담원9,배송 지연,대기중,74,만족,,재문의 필요
SVC002671,CUST00390,PROD0003,2024-06-24 09:55:00,카톡,상담원8,배송 지연,해결완료,59,매우불만족,2024-01-11 04:51:00,
SVC002672,CUST00294,PROD0046,2024-05-27 20:06:00,라이브채팅,상담원17,프로모션 문의,미해결,80,매우만족,2024-06-15 10:22:00,
SVC002673,CUST00574,PROD0011,2024-02-07 14:56:00,라이브채팅,상담원16,제품 불량,진행중,35,불만족,2024-01-16 03:39:00,긴급 처리
SVC002674,CUST00598,PROD0024,2024-01-28 23:07:00,전화,상담원10,계정 문제,대기중,80,만족,2024-02-27 10:18:00,긴급 처리
SVC002675,CUST00446,PROD0022,2024-03-02 00:57:00,카톡,상담원10,가격 정보 문의,해결완료,78,불만족,2024-06-23 01:14:00,재문의 필요
SVC002676,CUST00210,PROD0044,2024-04-27 05:17:00,SNS,상담원6,프로모션 문의,대기중,44,매우불만족,2024-05-28 16:52:00,영구차단 고객
SVC002677,CUST00590,PROD0045,2024-01-08 15:42:00,라이브채팅,상담원17,결제 오류,해결완료,31,만족,2024-05-23 09:44:00,
SVC002678,CUST00714,PROD0026,2024-05-15 14:22:00,라이브채팅,상담원16,배송 지연,대기중,56,매우만족,2024-06-08 06:48:00,
SVC002679,CUST00302,PROD0013,2024-03-08 03:59:00,이메일,상담원15,결제 오류,해결완료,119,매우만족,2024-02-19 05:18:00,
SVC002680,CUST00909,PROD0001,2024-05-20 02:22:00,전화,상담원14,가격 정보 문의,해결완료,11,보통,2024-04-10 05:37:00,
SVC002681,CUST00223,PROD0024,2024-04-20 06:09:00,라이브채팅,상담원4,제품 문의,해결완료,50,매우만족,2024-01-02 17:01:00,
SVC002682,CUST00734,PROD0010,2024-04-11 16:27:00,라이브채팅,상담원4,결제 오류,해결완료,104,매우만족,2024-05-17 20:14:00,영구차단 고객
SVC002683,CUST00003,PROD0035,2024-05-10 10:03:00,SNS,상담원2,계정 문제,진행중,37,매우만족,,영구차단 고객
SVC002684,CUST00990,PROD0024,2024-04-22 08:23:00,SNS,상담원11,배송 지연,진행중,95,만족,2024-03-09 08:05:00,
SVC002685,CUST00518,PROD0028,2024-01-26 01:41:00,이메일,상담원4,가격 정보 문의,진행중,12,매우만족,,
SVC002686,CUST00093,PROD0036,2024-04-07 23:59:00,이메일,상담원16,프로모션 문의,해결완료,9,불만족,2024-04-23 10:48:00,
SVC002687,CUST00520,PROD0016,2024-04-18 06:18:00,이메일,상담원4,서비스 문의,해결완료,65,불만족,2024-03-21 19:38:00,영구차단 고객
SVC002688,CUST00428,PROD0040,2024-02-18 12:11:00,SNS,상담원1,서비스 문의,대기중,76,만족,2024-01-15 03:09:00,
SVC002689,CUST00493,PROD0016,2024-06-01 08:33:00,SNS,상담원19,가격 정보 문의,대기중,108,보통,,고객 피드백 있음
SVC002690,CUST00235,PROD0017,2024-06-04 15:33:00,전화,상담원2,서비스 문의,해결완료,64,보통,2024-02-20 02:30:00,긴급 처리
SVC002691,CUST00620,PROD0015,2024-04-20 03:43:00,카톡,상담원9,배송 지연,진행중,89,보통,2024-05-30 11:17:00,재문의 필요
SVC002692,CUST00161,PROD0016,2024-01-13 20:15:00,카톡,상담원13,제품 문의,대기중,28,만족,,영구차단 고객
SVC002693,CUST00721,PROD0015,2024-01-29 07:07:00,전화,상담원18,결제 오류,대기중,11,만족,2024-04-08 05:38:00,
SVC002694,CUST00752,PROD0034,2024-01-14 01:36:00,카톡,상담원16,계정 문제,해결완료,65,보통,2024-03-09 20:05:00,
SVC002695,CUST00331,PROD0011,2024-03-09 07:04:00,SNS,상담원16,기술 지원,대기중,87,보통,2024-04-24 10:39:00,
SVC002696,CUST00333,PROD0001,2024-05-16 03:17:00,카톡,상담원10,프로모션 문의,해결완료,99,만족,2024-01-26 18:08:00,고객 피드백 있음
SVC002697,CUST00050,PROD0015,2024-02-27 19:44:00,SNS,상담원9,배송 지연,대기중,40,만족,,
SVC002698,CUST00523,PROD0026,2024-04-13 12:25:00,전화,상담원11,제품 불량,해결완료,31,매우만족,2024-06-28 07:06:00,재문의 필요
SVC002699,CUST00863,PROD0004,2024-01-26 07:46:00,이메일,상담원4,반품/교환,진행중,33,만족,2024-02-29 23:25:00,
SVC002700,CUST00668,PROD0043,2024-06-26 08:31:00,전화,상담원10,반품/교환,진행중,91,만족,,고객 피드백 있음
SVC002701,CUST00492,PROD0005,2024-02-22 05:50:00,카톡,상담원3,프로모션 문의,해결완료,24,만족,2024-03-11 15:20:00,
SVC002702,CUST00582,PROD0035,2024-02-22 11:40:00,SNS,상담원6,배송 지연,진행중,74,만족,,재문의 필요
SVC002703,CUST00681,PROD0013,2024-03-14 22:38:00,카톡,상담원3,가격 정보 문의,대기중,80,불만족,2024-06-10 12:16:00,영구차단 고객
SVC002704,CUST00272,PROD0010,2024-03-14 23:00:00,카톡,상담원9,결제 오류,해결완료,118,매우만족,2024-02-06 22:01:00,
SVC002705,CUST00580,PROD0011,2024-01-25 05:32:00,이메일,상담원3,가격 정보 문의,해결완료,80,만족,2024-04-18 03:28:00,긴급 처리
SVC002706,CUST00867,PROD0018,2024-06-28 19:30:00,카톡,상담원18,가격 정보 문의,해결완료,118,만족,2024-02-28 00:00:00,
SVC002707,CUST00252,PROD0034,2024-03-19 22:15:00,이메일,상담원8,제품 불량,진행중,7,만족,2024-02-10 21:47:00,긴급 처리
SVC002708,CUST00560,PROD0039,2024-02-13 10:43:00,SNS,상담원8,서비스 문의,대기중,110,만족,2024-03-09 10:55:00,고객 피드백 있음
SVC002709,CUST00696,PROD0041,2024-01-18 05:11:00,SNS,상담원15,반품/교환,대기중,43,불만족,,고객 피드백 있음
SVC002710,CUST00832,PROD0042,2024-03-26 14:09:00,이메일,상담원13,기술 지원,해결완료,103,매우만족,,
SVC002711,CUST00699,PROD0050,2024-01-04 21:30:00,전화,상담원7,기술 지원,해결완료,87,불만족,,
